Sequence Id	Length	GC
k105_27079	965	71.30
k105_44510	396	51.26
k105_44511	310	38.71
k105_112212	401	63.59
k105_44513	1578	36.63
k105_44514	449	63.47
k105_44515	534	23.41
k105_44517	2172	45.21
k105_53064	540	32.78
k105_53065	619	37.80
k105_147132	559	38.64
k105_53067	1187	29.65
k105_20133	727	56.26
k105_53061	371	53.91
k105_53062	1583	29.19
k105_53063	454	37.89
k105_109469	432	65.51
k105_53068	396	35.10
k105_53069	303	65.02
k105_109468	501	70.66
k105_115550	445	50.79
k105_9509	1103	30.55
k105_115551	436	66.06
k105_159468	392	47.96
k105_147033	379	66.49
k105_84958	439	46.92
k105_74196	564	46.10
k105_84954	872	31.77
k105_84956	693	47.62
k105_84957	638	67.87
k105_84950	387	48.06
k105_84951	624	52.08
k105_104058	304	52.96
k105_115555	385	65.97
k105_9508	366	36.89
k105_105978	313	52.72
k105_112210	588	66.16
k105_32280	403	72.21
k105_115557	409	51.10
k105_147134	408	41.91
k105_129397	826	43.46
k105_49647	347	59.94
k105_49645	1736	46.08
k105_49644	630	39.05
k105_49643	462	43.51
k105_49642	713	49.09
k105_49641	793	38.34
k105_49640	680	25.15
k105_173742	444	57.88
k105_47871	708	53.11
k105_49648	394	58.88
k105_69960	337	31.75
k105_69961	473	60.89
k105_69962	369	22.49
k105_69963	376	59.84
k105_69964	739	50.34
k105_69965	973	41.42
k105_69966	426	66.90
k105_69967	361	47.65
k105_69968	473	44.19
k105_69969	667	31.93
k105_117103	964	62.34
k105_117102	510	51.96
k105_117105	448	46.88
k105_117104	1198	62.52
k105_117107	402	52.74
k105_117106	353	53.82
k105_116278	410	59.27
k105_116279	362	56.35
k105_171594	361	36.01
k105_171595	663	24.43
k105_171592	491	39.92
k105_171593	429	30.54
k105_171590	402	50.25
k105_8202	440	40.23
k105_116270	347	59.65
k105_116271	507	34.12
k105_116272	356	41.29
k105_103068	553	39.06
k105_116274	369	48.24
k105_116275	359	38.44
k105_116277	433	62.82
k105_12265	462	36.58
k105_12264	498	56.43
k105_12267	810	47.04
k105_12266	309	35.60
k105_12261	555	33.33
k105_12260	318	53.14
k105_12263	304	59.87
k105_12262	617	35.17
k105_129399	649	63.79
k105_12269	431	33.18
k105_12268	586	32.08
k105_8206	374	60.43
k105_141960	671	35.92
k105_141961	695	47.63
k105_141962	633	51.82
k105_141964	1300	69.00
k105_141965	863	35.69
k105_13798	412	32.28
k105_141967	761	58.34
k105_13796	683	55.20
k105_13797	1207	43.25
k105_13794	973	32.68
k105_13795	403	56.58
k105_13792	265	33.21
k105_13793	340	22.35
k105_13791	510	24.12
k105_112217	440	48.18
k105_54594	325	19.08
k105_54597	467	34.48
k105_54596	478	38.70
k105_54591	682	69.65
k105_54590	364	30.49
k105_54593	408	65.20
k105_54592	411	30.90
k105_94726	1478	29.77
k105_94727	1397	47.24
k105_94724	417	57.07
k105_94725	390	46.67
k105_54599	364	64.01
k105_94720	1289	27.85
k105_94721	414	61.35
k105_113366	1547	61.22
k105_95099	495	68.48
k105_95098	594	48.99
k105_95097	419	72.32
k105_95096	527	53.70
k105_95095	1665	61.32
k105_95094	516	36.05
k105_95093	464	30.60
k105_95092	1471	49.49
k105_112214	367	31.61
k105_95090	310	40.00
k105_85731	340	24.71
k105_113738	547	30.16
k105_113739	498	31.93
k105_63810	313	59.11
k105_113732	1076	40.06
k105_113733	459	34.64
k105_113730	445	53.03
k105_113731	446	38.34
k105_113736	493	46.25
k105_113737	605	57.36
k105_113734	465	45.59
k105_113735	1318	34.07
k105_69349	836	53.11
k105_69344	1067	60.17
k105_69345	1161	56.16
k105_69346	923	36.94
k105_69347	527	33.02
k105_69340	585	51.97
k105_69341	842	58.67
k105_69342	1102	40.47
k105_69343	439	56.49
k105_48514	731	60.19
k105_48515	433	53.58
k105_48516	399	54.14
k105_48517	600	57.83
k105_48511	399	61.65
k105_48512	321	34.58
k105_48513	419	35.32
k105_48518	606	72.61
k105_48519	540	60.37
k105_92377	740	54.86
k105_92376	394	59.64
k105_92375	666	33.93
k105_92374	795	44.91
k105_92372	474	30.17
k105_92371	386	37.31
k105_92370	209	40.19
k105_79118	829	66.22
k105_79119	562	52.49
k105_2214	708	40.40
k105_2215	626	29.23
k105_2213	303	34.65
k105_92379	1097	63.63
k105_92378	817	41.62
k105_117475	483	34.58
k105_13138	377	33.42
k105_107766	366	46.17
k105_117474	394	61.68
k105_13132	916	55.02
k105_13133	794	56.05
k105_160490	477	36.06
k105_13131	842	34.92
k105_13136	481	29.52
k105_13137	751	47.80
k105_13134	391	38.87
k105_13135	828	31.40
k105_144462	883	56.51
k105_144460	360	63.06
k105_144461	418	58.37
k105_144466	211	59.24
k105_144467	1298	43.91
k105_144464	942	43.10
k105_144465	244	33.61
k105_108624	2332	57.20
k105_108625	418	70.10
k105_144468	634	44.32
k105_144469	587	35.26
k105_108620	562	48.58
k105_108621	362	52.21
k105_108622	372	42.74
k105_108623	765	61.83
k105_100431	610	51.31
k105_100430	636	44.81
k105_100433	738	43.50
k105_100432	522	63.98
k105_100435	304	37.50
k105_11046	585	64.62
k105_100437	350	35.43
k105_100436	366	46.17
k105_100439	648	36.11
k105_19795	443	41.08
k105_19796	1944	41.87
k105_19797	599	34.56
k105_7798	943	58.64
k105_7799	959	38.06
k105_19792	394	58.38
k105_19793	327	44.04
k105_101740	369	46.07
k105_101742	331	58.91
k105_13834	408	39.46
k105_101744	487	51.95
k105_101745	370	50.81
k105_101746	440	43.64
k105_12538	607	36.24
k105_101748	851	69.45
k105_101749	742	62.53
k105_7518	618	63.11
k105_129982	503	35.39
k105_151124	657	56.62
k105_64615	306	33.33
k105_64614	362	34.25
k105_64617	336	35.12
k105_62219	758	50.79
k105_64611	359	35.10
k105_64610	1771	45.45
k105_64613	1158	28.58
k105_64612	822	44.53
k105_147702	405	43.46
k105_65620	814	31.94
k105_114661	330	44.24
k105_147703	307	68.40
k105_29119	1129	46.15
k105_147700	809	48.70
k105_29118	286	45.80
k105_7519	226	31.86
k105_117069	368	50.00
k105_147706	505	41.78
k105_92187	393	59.03
k105_147707	359	63.51
k105_147704	590	57.97
k105_7511	547	32.72
k105_12534	513	39.18
k105_1741	408	63.97
k105_1740	591	46.53
k105_1743	1951	35.26
k105_1742	375	34.13
k105_1745	352	34.09
k105_1744	516	36.05
k105_1747	363	60.88
k105_1746	1256	45.54
k105_1749	1206	36.40
k105_1748	474	41.98
k105_93028	355	40.56
k105_93029	365	27.40
k105_53808	358	52.23
k105_121320	319	49.22
k105_147709	4203	39.61
k105_132548	314	46.50
k105_132549	588	48.13
k105_132544	1246	66.13
k105_132545	335	58.81
k105_132546	565	33.10
k105_132547	759	50.07
k105_132540	1181	34.46
k105_132541	1183	63.65
k105_132542	614	51.63
k105_132543	1322	25.42
k105_109573	367	64.31
k105_109572	360	59.44
k105_109571	489	71.78
k105_109570	736	59.38
k105_109577	783	42.53
k105_109576	301	62.13
k105_27708	3343	47.80
k105_27709	470	45.96
k105_27706	1074	39.01
k105_27707	604	31.95
k105_27704	380	46.32
k105_27705	597	56.95
k105_27702	361	36.57
k105_27703	1320	34.70
k105_27700	812	36.33
k105_27701	370	32.97
k105_126020	352	47.73
k105_85739	867	33.33
k105_67777	675	69.48
k105_154475	811	48.58
k105_130946	441	53.97
k105_130947	228	34.65
k105_68499	519	44.32
k105_130945	828	41.43
k105_130942	438	37.90
k105_130943	976	57.07
k105_35138	505	40.99
k105_35139	410	52.20
k105_35136	309	37.54
k105_35137	371	35.31
k105_35134	376	49.20
k105_56356	791	46.78
k105_35132	427	55.04
k105_35133	886	33.52
k105_35130	356	35.39
k105_35131	633	66.67
k105_67776	326	57.36
k105_59358	326	54.91
k105_163684	466	41.63
k105_154476	472	40.47
k105_113816	261	39.08
k105_124024	374	63.90
k105_159523	525	54.48
k105_162620	788	32.99
k105_73410	1369	39.66
k105_115198	608	59.21
k105_115199	552	36.05
k105_20280	488	62.91
k105_159522	747	61.58
k105_20286	349	46.99
k105_20287	1125	35.73
k105_20284	1195	32.89
k105_3914	1136	62.94
k105_115190	955	53.40
k105_115191	360	43.06
k105_115192	1449	65.15
k105_115193	658	38.91
k105_114660	420	43.57
k105_115195	375	59.47
k105_115196	2292	56.68
k105_115197	355	53.52
k105_173525	334	47.60
k105_173524	382	31.41
k105_173527	812	42.12
k105_173526	455	36.26
k105_154477	468	36.11
k105_159527	415	51.81
k105_124025	612	50.00
k105_173522	364	36.81
k105_159526	526	63.88
k105_173529	1217	27.28
k105_173528	361	29.36
k105_141142	345	54.78
k105_159529	428	49.53
k105_141140	310	51.94
k105_141141	341	57.48
k105_141146	1624	33.13
k105_141147	215	62.33
k105_106235	409	65.28
k105_159528	1629	38.67
k105_136607	2291	59.80
k105_141148	319	40.13
k105_141149	622	33.92
k105_138797	371	59.84
k105_154470	681	37.44
k105_108272	526	68.44
k105_97238	476	40.34
k105_81469	320	53.44
k105_116898	303	56.11
k105_131013	361	31.30
k105_131012	323	44.89
k105_131011	431	39.68
k105_138794	626	43.13
k105_131017	1184	35.73
k105_59356	615	56.42
k105_131015	303	36.96
k105_131014	251	33.07
k105_131019	919	34.28
k105_59357	386	62.44
k105_101221	796	30.65
k105_56979	456	28.73
k105_56978	310	42.58
k105_124027	324	34.26
k105_164439	2248	60.94
k105_100081	570	56.49
k105_164437	594	32.83
k105_56970	578	55.88
k105_56973	573	29.67
k105_56972	1066	35.83
k105_56975	859	29.69
k105_100082	768	40.10
k105_56977	399	53.38
k105_138537	334	36.23
k105_138536	700	41.71
k105_24117	432	31.71
k105_100083	414	57.00
k105_159745	312	48.40
k105_138532	632	73.26
k105_82953	507	34.71
k105_100084	413	41.16
k105_154472	343	33.53
k105_100085	1293	56.46
k105_124020	412	53.16
k105_57003	417	64.03
k105_57000	395	71.14
k105_57006	716	38.83
k105_57007	367	44.41
k105_57004	975	53.64
k105_57005	705	57.45
k105_32487	2134	58.15
k105_129410	414	34.30
k105_57008	564	64.72
k105_57009	464	57.54
k105_32483	757	34.61
k105_32482	308	34.42
k105_32481	471	67.73
k105_32480	439	35.76
k105_89416	755	47.02
k105_89417	322	55.90
k105_89414	823	64.76
k105_89415	425	31.06
k105_89412	1203	49.71
k105_89413	1136	46.39
k105_5538	587	35.43
k105_5539	418	44.02
k105_5536	360	55.83
k105_5537	991	52.47
k105_5534	441	35.15
k105_5535	1345	35.32
k105_5532	1450	63.24
k105_5533	371	24.26
k105_5530	305	35.74
k105_5531	528	32.39
k105_4661	1916	32.83
k105_4660	668	54.19
k105_4663	304	39.14
k105_4662	2091	47.97
k105_4665	568	23.42
k105_4664	556	62.77
k105_4667	333	55.56
k105_4666	1036	47.59
k105_61668	525	63.81
k105_4668	472	40.47
k105_94255	495	56.57
k105_86191	1422	60.62
k105_162293	464	39.87
k105_114663	306	50.00
k105_135668	413	48.67
k105_135669	463	69.33
k105_135665	793	35.06
k105_135666	353	45.61
k105_135667	788	28.30
k105_135660	406	50.99
k105_2605	336	44.05
k105_135662	792	31.57
k105_128109	379	41.95
k105_94259	390	64.10
k105_22628	453	27.59
k105_171968	334	33.83
k105_22626	1494	56.36
k105_22627	490	59.39
k105_22624	386	45.85
k105_22622	472	34.32
k105_22623	542	34.50
k105_22620	530	50.00
k105_22621	1034	39.17
k105_9327	458	37.77
k105_9326	395	59.75
k105_9325	627	34.13
k105_9324	366	44.81
k105_68770	500	64.00
k105_9322	707	37.48
k105_65988	437	40.96
k105_65989	360	49.17
k105_65986	829	53.32
k105_65987	428	38.08
k105_65984	735	50.48
k105_65985	1957	59.43
k105_65982	345	47.83
k105_65983	486	37.45
k105_65980	845	45.80
k105_65981	1350	35.41
k105_148753	334	52.69
k105_9497	601	37.60
k105_65091	789	33.33
k105_129470	404	38.86
k105_129471	431	57.77
k105_68771	466	32.40
k105_129473	617	35.33
k105_129474	593	30.02
k105_129475	502	51.20
k105_129476	681	43.02
k105_129477	458	53.93
k105_129478	313	46.01
k105_129479	652	27.76
k105_162635	436	38.53
k105_82950	971	63.44
k105_9894	601	47.59
k105_49767	416	22.84
k105_162782	1051	50.14
k105_99286	415	39.76
k105_89856	2408	54.61
k105_99284	520	35.38
k105_99285	632	36.23
k105_99282	780	28.59
k105_99283	1631	35.93
k105_99280	409	50.61
k105_89857	349	24.64
k105_85469	524	48.47
k105_81678	582	33.51
k105_89854	962	40.96
k105_99289	548	39.23
k105_89855	502	38.65
k105_53211	740	42.84
k105_89852	1535	31.99
k105_20108	313	26.52
k105_89853	1781	49.80
k105_134533	706	62.46
k105_134532	360	60.28
k105_134531	495	69.09
k105_134530	417	59.71
k105_134536	656	58.38
k105_134535	560	57.68
k105_134534	517	56.67
k105_65322	630	63.17
k105_65323	1082	43.25
k105_134539	1103	60.20
k105_134538	591	29.27
k105_65327	619	32.63
k105_65324	577	56.67
k105_65325	384	26.04
k105_93855	664	31.02
k105_93854	534	38.20
k105_93857	1089	56.93
k105_93856	507	37.48
k105_93850	955	34.55
k105_25399	478	56.69
k105_25397	350	46.57
k105_25396	427	28.34
k105_25395	322	50.62
k105_25394	304	37.17
k105_25393	1326	35.97
k105_25392	445	36.18
k105_25391	1477	38.46
k105_25390	1796	30.18
k105_35918	307	65.80
k105_35919	1215	30.45
k105_20715	947	62.09
k105_170509	649	49.92
k105_138428	440	62.05
k105_35910	384	44.79
k105_35911	1435	59.23
k105_35912	864	39.70
k105_35913	891	46.24
k105_35914	512	26.76
k105_35915	637	51.65
k105_35916	551	62.43
k105_35917	305	58.36
k105_28669	347	40.06
k105_140799	391	33.50
k105_171302	472	44.70
k105_130230	339	56.05
k105_80021	476	34.66
k105_130231	570	31.40
k105_624	1912	35.04
k105_138421	769	30.56
k105_97632	577	45.58
k105_53672	616	42.21
k105_138420	856	63.90
k105_65097	462	35.50
k105_82951	493	63.49
k105_105727	316	64.24
k105_130238	395	57.47
k105_625	346	36.99
k105_130239	563	31.08
k105_30247	546	56.96
k105_30246	690	31.59
k105_30244	561	45.63
k105_30243	384	33.33
k105_30242	362	53.31
k105_30241	453	52.76
k105_30240	368	23.10
k105_144998	745	53.02
k105_30248	310	72.58
k105_131838	503	54.47
k105_131835	328	44.51
k105_131834	338	40.53
k105_131837	380	61.84
k105_131836	461	62.26
k105_131831	1024	29.98
k105_131830	761	43.23
k105_131833	361	48.48
k105_133082	303	32.34
k105_133083	341	32.84
k105_133080	393	24.43
k105_133081	2073	32.95
k105_155288	1030	31.26
k105_155289	325	64.92
k105_133084	815	33.13
k105_133085	1846	35.48
k105_155285	653	42.27
k105_155286	358	27.65
k105_133089	425	42.82
k105_155280	939	42.49
k105_155281	433	45.73
k105_155282	580	37.41
k105_155283	467	47.32
k105_121841	263	43.73
k105_121840	506	44.86
k105_121843	366	61.48
k105_121842	452	60.62
k105_121845	352	51.42
k105_121847	519	30.83
k105_121846	445	55.51
k105_121849	1110	33.60
k105_121848	344	37.21
k105_42051	333	72.67
k105_42050	301	49.50
k105_42057	907	41.35
k105_42056	354	22.32
k105_42055	389	73.52
k105_42054	472	67.37
k105_74250	672	56.10
k105_162333	1581	42.25
k105_82188	393	30.03
k105_138731	274	37.96
k105_74251	363	33.06
k105_24119	426	27.00
k105_52514	794	57.68
k105_86560	411	54.26
k105_167146	616	36.53
k105_167147	317	41.96
k105_167144	376	47.87
k105_167145	303	47.85
k105_167142	700	54.57
k105_167143	644	33.85
k105_167140	643	35.30
k105_167141	482	38.80
k105_32553	619	65.59
k105_167148	494	28.95
k105_167149	365	26.03
k105_68248	647	32.30
k105_68249	452	34.73
k105_86567	395	65.06
k105_68242	864	57.87
k105_68243	379	56.20
k105_68240	353	36.26
k105_68241	1044	53.07
k105_68246	2182	62.10
k105_68247	2043	31.67
k105_68244	428	69.39
k105_68245	1061	46.37
k105_155428	406	47.54
k105_155429	1300	44.85
k105_31116	391	35.81
k105_31117	791	49.18
k105_31110	522	29.31
k105_31111	630	35.56
k105_31113	604	68.05
k105_155420	573	34.38
k105_155421	385	51.69
k105_155422	350	61.14
k105_155423	424	61.08
k105_155424	463	50.76
k105_28648	459	36.38
k105_134119	322	43.48
k105_155427	690	50.58
k105_74253	982	42.06
k105_75391	408	43.87
k105_28649	416	49.76
k105_86566	471	56.69
k105_119479	2182	46.29
k105_119478	670	44.78
k105_119475	2188	62.84
k105_119474	777	63.45
k105_119472	546	66.12
k105_119471	1408	42.97
k105_119470	805	71.55
k105_95614	660	43.03
k105_67431	360	53.61
k105_134118	726	67.49
k105_89545	788	35.66
k105_6308	394	59.90
k105_95616	880	38.86
k105_6309	461	67.68
k105_19391	562	34.52
k105_128364	432	26.16
k105_10092	317	29.02
k105_95610	348	38.51
k105_98573	495	50.10
k105_98572	503	39.96
k105_98571	347	51.87
k105_98570	971	61.17
k105_98577	655	62.29
k105_98576	472	54.24
k105_98575	501	43.91
k105_98574	422	55.21
k105_98579	1785	62.63
k105_95612	831	45.49
k105_161929	1054	28.94
k105_9145	458	35.59
k105_106239	1095	61.74
k105_61209	1051	47.57
k105_148596	402	30.10
k105_148597	876	56.28
k105_148594	444	31.53
k105_148595	1195	40.25
k105_148592	461	34.92
k105_148593	606	60.56
k105_148590	583	35.68
k105_148591	1153	54.55
k105_143899	1555	57.04
k105_148599	399	42.61
k105_170332	649	33.90
k105_92047	353	63.17
k105_74256	432	38.89
k105_61208	1319	31.39
k105_144990	453	53.86
k105_96394	1109	65.01
k105_150559	714	68.63
k105_150558	316	62.66
k105_150557	581	56.97
k105_73350	581	44.92
k105_150555	575	55.65
k105_150554	715	66.85
k105_143896	458	35.59
k105_150552	1371	57.91
k105_56339	429	36.13
k105_150550	1384	31.86
k105_133161	1040	26.54
k105_26978	659	39.91
k105_74257	368	50.27
k105_26979	308	50.97
k105_144991	474	47.47
k105_133163	1267	63.22
k105_62899	469	68.87
k105_62898	411	51.58
k105_124621	382	65.97
k105_34187	515	60.19
k105_73351	355	45.07
k105_62891	345	51.30
k105_103096	607	57.00
k105_62893	836	41.87
k105_9148	490	33.67
k105_62895	407	37.10
k105_62894	653	34.76
k105_62897	403	59.80
k105_34181	1262	59.43
k105_34182	364	30.77
k105_26972	903	43.74
k105_34183	414	58.70
k105_26973	352	34.66
k105_142143	364	53.02
k105_36973	1270	40.55
k105_142141	865	43.24
k105_142140	2320	50.04
k105_142147	1281	64.95
k105_26970	552	41.30
k105_142145	621	39.13
k105_36972	457	25.16
k105_142149	473	66.38
k105_142148	518	38.42
k105_103098	306	63.07
k105_10329	657	53.42
k105_36970	388	64.43
k105_36977	446	61.21
k105_36976	280	61.43
k105_143816	1848	43.61
k105_143817	673	55.72
k105_143814	425	43.06
k105_143815	703	55.48
k105_143812	434	39.17
k105_143813	467	68.52
k105_143810	774	59.17
k105_143811	462	54.55
k105_145717	378	44.71
k105_116506	312	48.08
k105_143818	1107	41.28
k105_143819	1026	57.60
k105_70287	310	50.97
k105_70285	392	61.73
k105_70284	657	49.01
k105_70283	633	58.93
k105_70282	356	24.72
k105_70281	851	46.89
k105_70280	794	31.49
k105_124624	448	35.27
k105_96390	339	45.72
k105_70289	569	57.64
k105_70288	424	52.36
k105_158948	481	44.70
k105_158949	424	32.55
k105_158940	590	55.76
k105_158941	946	45.88
k105_158942	386	44.30
k105_158943	370	36.22
k105_158944	403	45.91
k105_158945	563	38.72
k105_158946	1396	30.16
k105_158947	998	35.67
k105_161923	1286	62.05
k105_85551	453	47.02
k105_85550	390	65.90
k105_85557	475	32.84
k105_85556	516	38.76
k105_88252	478	52.30
k105_85559	471	42.46
k105_85558	301	28.24
k105_146549	644	68.94
k105_77398	309	30.10
k105_77399	550	37.82
k105_146548	713	36.33
k105_7706	458	48.03
k105_77390	916	49.34
k105_77391	337	46.88
k105_77392	402	51.24
k105_77393	590	65.42
k105_77394	522	33.72
k105_77395	324	63.89
k105_77396	425	66.12
k105_77397	781	40.33
k105_120929	358	48.88
k105_120928	351	37.61
k105_61631	695	38.56
k105_120925	317	27.44
k105_120924	408	53.19
k105_120927	358	56.15
k105_120921	475	48.63
k105_120920	358	33.52
k105_120923	436	58.94
k105_120922	582	34.88
k105_56333	409	26.16
k105_161921	574	52.61
k105_108037	804	59.33
k105_42808	309	41.42
k105_42809	1279	33.23
k105_33538	1341	41.61
k105_27379	714	48.88
k105_33534	576	50.35
k105_33535	592	38.18
k105_33536	706	54.25
k105_27378	3689	43.26
k105_33530	722	36.01
k105_33531	463	29.81
k105_33532	397	49.37
k105_32086	384	44.27
k105_56332	339	39.53
k105_162393	328	42.38
k105_72418	625	45.12
k105_146545	681	34.95
k105_72415	292	30.82
k105_72416	521	54.51
k105_135779	377	59.42
k105_72410	319	43.57
k105_27375	446	51.79
k105_72413	360	27.78
k105_39763	580	57.24
k105_165174	362	51.10
k105_165177	372	40.32
k105_165176	511	36.40
k105_165171	449	36.75
k105_165170	1032	49.61
k105_165173	356	44.66
k105_165172	315	40.00
k105_39769	557	61.04
k105_39768	359	54.04
k105_165179	303	44.88
k105_165178	227	34.80
k105_25048	477	38.99
k105_52934	1291	60.57
k105_166986	436	51.38
k105_159819	529	62.38
k105_161927	1064	45.86
k105_164404	705	29.50
k105_167995	355	55.21
k105_167994	364	66.21
k105_167997	448	62.95
k105_167996	978	44.58
k105_167991	590	31.02
k105_167990	666	27.48
k105_111202	1135	54.19
k105_167992	641	36.82
k105_126185	1008	61.21
k105_126184	382	56.02
k105_126187	599	32.89
k105_126186	1615	56.04
k105_111208	549	46.99
k105_167998	683	44.51
k105_126182	625	26.24
k105_161924	356	46.07
k105_93958	535	71.40
k105_164405	435	45.29
k105_130074	497	60.56
k105_93871	1478	58.12
k105_25982	620	57.58
k105_8744	454	54.85
k105_25983	379	45.65
k105_51330	355	38.03
k105_25980	506	67.00
k105_96254	569	46.75
k105_96255	370	61.89
k105_96256	1015	63.65
k105_68032	321	64.17
k105_96250	328	32.93
k105_96251	308	39.94
k105_96252	631	32.49
k105_93959	551	45.19
k105_164402	429	44.06
k105_96258	525	35.24
k105_96259	565	34.87
k105_25987	354	44.35
k105_8745	485	43.71
k105_25984	425	26.59
k105_85381	812	42.73
k105_56336	401	36.41
k105_140354	1146	58.99
k105_51331	1132	68.37
k105_25985	536	54.48
k105_59815	627	29.03
k105_122567	469	31.98
k105_122566	549	39.71
k105_122565	695	45.90
k105_122564	551	59.89
k105_122563	811	34.03
k105_122562	392	44.64
k105_122561	404	35.64
k105_122560	422	43.84
k105_41571	392	27.04
k105_41570	585	61.37
k105_41573	1195	47.11
k105_41572	419	67.78
k105_82349	679	52.87
k105_41574	446	39.24
k105_122569	829	64.90
k105_122568	754	56.10
k105_173086	682	42.08
k105_24116	1171	31.26
k105_53398	1372	31.05
k105_64283	603	45.94
k105_51336	1134	31.13
k105_53397	1415	31.02
k105_59814	360	57.78
k105_150134	347	26.51
k105_53392	387	57.62
k105_173084	312	55.45
k105_53390	482	65.35
k105_53391	828	57.37
k105_46031	306	56.54
k105_46030	1199	52.13
k105_46033	769	35.11
k105_46032	549	33.52
k105_46035	814	36.49
k105_46034	717	47.84
k105_46037	1886	64.69
k105_46036	351	40.17
k105_46039	477	28.30
k105_46038	605	38.18
k105_148965	785	51.34
k105_148964	851	53.94
k105_166488	550	52.18
k105_166489	402	52.99
k105_148961	394	66.50
k105_148960	597	65.83
k105_76425	379	69.92
k105_76424	1426	63.81
k105_76427	551	53.18
k105_76426	526	33.84
k105_76421	455	48.57
k105_76420	633	31.44
k105_76423	339	58.41
k105_76422	412	42.96
k105_110552	546	31.14
k105_110551	478	54.39
k105_110550	730	44.11
k105_76429	383	50.13
k105_76428	481	35.97
k105_110555	458	59.17
k105_110554	535	58.50
k105_87304	630	47.78
k105_87305	371	27.76
k105_87306	503	46.32
k105_87307	1004	31.27
k105_87300	1621	44.29
k105_87301	1624	57.57
k105_87302	319	67.71
k105_87303	783	29.63
k105_44899	510	44.12
k105_44898	1869	41.68
k105_160673	639	62.13
k105_160672	441	31.97
k105_87308	524	34.54
k105_160677	416	27.40
k105_103541	511	29.75
k105_161108	624	29.01
k105_161109	414	52.17
k105_86616	1077	68.25
k105_64289	325	24.62
k105_155633	475	28.00
k105_161100	357	29.97
k105_161101	531	53.86
k105_161102	401	55.61
k105_103543	323	54.18
k105_161104	1343	46.98
k105_161105	844	53.08
k105_161106	357	40.90
k105_161107	573	45.72
k105_173692	285	40.00
k105_116420	421	53.21
k105_173088	478	43.10
k105_64082	389	31.11
k105_173089	910	32.53
k105_64429	1655	48.58
k105_10515	635	38.43
k105_51335	361	62.05
k105_59811	2096	50.43
k105_10514	847	49.47
k105_155639	567	62.26
k105_64986	507	64.30
k105_155638	779	53.92
k105_64989	622	64.15
k105_64988	403	26.55
k105_16328	718	28.97
k105_141438	720	55.42
k105_141439	343	59.18
k105_16329	849	33.57
k105_141432	301	29.57
k105_141433	666	38.59
k105_141430	423	43.50
k105_141431	354	50.00
k105_141434	491	61.91
k105_141435	317	61.20
k105_153808	572	57.87
k105_153809	417	27.34
k105_54629	439	36.67
k105_54628	669	32.29
k105_54627	1221	58.64
k105_54626	379	36.41
k105_54625	388	57.73
k105_54624	419	53.94
k105_54623	1280	39.69
k105_54622	357	54.06
k105_54621	376	33.51
k105_54620	624	33.97
k105_137958	1747	40.76
k105_52270	1377	30.50
k105_52271	603	58.04
k105_52276	331	64.05
k105_52277	332	46.08
k105_52274	463	52.27
k105_137959	473	48.63
k105_93950	422	28.67
k105_52279	488	66.80
k105_116425	278	66.91
k105_10518	713	31.70
k105_169339	587	56.90
k105_169338	301	26.91
k105_169332	353	32.01
k105_169331	702	57.12
k105_169330	448	41.52
k105_169337	651	65.59
k105_169336	393	52.93
k105_169335	301	34.22
k105_118896	856	51.75
k105_138049	590	68.47
k105_93951	1068	57.21
k105_138047	325	43.69
k105_138045	391	53.20
k105_7894	997	33.10
k105_138043	1428	54.20
k105_138042	593	33.39
k105_94304	544	45.59
k105_82848	332	62.95
k105_82849	820	55.73
k105_16326	303	41.25
k105_137951	338	37.87
k105_82840	1715	33.06
k105_82841	1243	40.55
k105_82842	590	69.83
k105_82843	362	42.82
k105_82844	795	37.99
k105_82845	358	51.68
k105_82846	667	68.37
k105_82847	309	69.58
k105_104718	538	33.64
k105_104719	2083	31.54
k105_137953	517	36.17
k105_118890	385	54.29
k105_104710	496	62.50
k105_104711	469	48.61
k105_104712	457	49.23
k105_104713	326	65.03
k105_104714	546	55.31
k105_104715	877	64.54
k105_104717	351	65.81
k105_155648	390	35.90
k105_81798	770	56.36
k105_81795	965	58.34
k105_81794	541	56.38
k105_81797	1737	31.20
k105_81796	410	50.00
k105_81791	618	69.74
k105_81790	467	51.82
k105_81793	514	61.48
k105_81792	955	47.85
k105_164408	439	55.58
k105_172484	721	33.84
k105_62391	501	65.07
k105_172944	536	45.90
k105_125496	1346	35.36
k105_172946	581	31.15
k105_94306	378	59.79
k105_172940	713	40.53
k105_172941	566	22.79
k105_172942	886	54.18
k105_172943	778	34.83
k105_11453	723	34.58
k105_11452	324	49.69
k105_11451	519	45.28
k105_102711	527	58.44
k105_11456	326	49.39
k105_11455	893	55.32
k105_11454	499	63.13
k105_119232	479	41.75
k105_11459	310	52.90
k105_11458	445	39.10
k105_100824	406	34.73
k105_19206	1233	61.72
k105_28913	433	41.11
k105_28910	306	41.18
k105_28911	596	66.61
k105_28916	317	48.26
k105_28917	376	66.76
k105_169466	310	62.90
k105_28915	339	60.47
k105_28919	412	53.40
k105_26398	336	35.71
k105_19208	2268	41.71
k105_19209	569	51.14
k105_163066	572	48.78
k105_147878	490	55.51
k105_147879	557	64.99
k105_119235	508	64.37
k105_147874	412	62.62
k105_147875	894	37.81
k105_147876	416	60.82
k105_147877	993	61.23
k105_147870	368	37.50
k105_147871	358	74.58
k105_147872	512	47.46
k105_147873	330	64.85
k105_9682	390	34.36
